City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Accuracy Score,Continent,Subdivision,latitude,longitude,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road %,Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Huambo,Angola,"800,000",Destination,City Wide,9.8,9.6,132%,72%,24.8,8.3,0,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
Huambo,Angola,"800,000",Destination,Best Area,19.4,5.4,110%,96%,24.8,3.0,4,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Infrastructure,City Wide,10.3,8.7,100%,97%,23.2,0.3,3,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Infrastructure,Best Area,19.0,6.7,95%,108%,25.7,-2.5,17,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Balanced,City Wide,10.3,9.6,100%,97%,22.5,0.3,3,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Balanced,Best Area,19.9,7.9,95%,108%,27.8,-2.5,29,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Destination,City Wide,10.0,11.5,100%,97%,27.9,0.3,3,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Sanya,China,"1,031,396",Destination,Best Area,21.5,10.3,95%,108%,31.8,-2.5,30,Other,,18.25,109.50,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Infrastructure,City Wide,17.9,3.9,127%,74%,22.9,7.5,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Infrastructure,Best Area,21.8,2.5,112%,86%,24.3,5.1,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Balanced,City Wide,14.1,5.4,127%,74%,20.6,7.5,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Balanced,Best Area,19.5,3.2,112%,86%,22.7,5.1,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Destination,City Wide,10.4,6.3,127%,74%,18.5,7.5,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mbuji-Mayi,Democratic Republic of the Congo,"2,700,000",Destination,Best Area,16.7,4.2,112%,86%,20.9,5.1,0,Other,,-6.12,23.60,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Infrastructure,City Wide,14.4,6.4,120%,84%,22.1,4.3,10,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Infrastructure,Best Area,20.8,2.7,107%,113%,23.5,-1.2,10,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Balanced,City Wide,12.0,7.5,120%,84%,22.2,4.3,10,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Balanced,Best Area,19.5,8.2,107%,113%,27.7,-1.2,18,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Destination,City Wide,10.1,11.9,120%,84%,23.9,4.3,10,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Mecca*,Saudi Arabia,"2,000,000",Destination,Best Area,22.0,9.6,107%,113%,31.6,-1.2,19,Other,,21.42,39.83,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Infrastructure,City Wide,13.3,6.0,133%,67%,20.8,6.6,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Infrastructure,Best Area,19.3,7.0,101%,108%,26.3,-1.4,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Balanced,City Wide,10.0,9.2,133%,67%,22.4,6.6,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Balanced,Best Area,19.2,12.4,101%,108%,31.6,-1.4,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Destination,City Wide,6.7,14.0,133%,67%,24.9,6.6,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Surat,India,"7,000,000",Destination,Best Area,20.7,15.5,101%,108%,36.2,-1.4,0,Other,,21.19,72.96,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Infrastructure,City Wide,7.9,9.6,96%,109%,21.3,-1.0,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Infrastructure,Best Area,17.5,12.6,91%,110%,30.1,-3.7,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Balanced,City Wide,8.2,11.0,96%,109%,24.0,-1.0,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Balanced,Best Area,19.2,9.5,91%,110%,28.7,-3.7,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Destination,City Wide,8.9,12.3,96%,109%,25.8,-1.0,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Shenyang*,China,"9,027,891",Destination,Best Area,21.2,8.9,91%,110%,30.1,-3.7,0,Other,,41.80,123.43,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Infrastructure,City Wide,8.9,11.5,113%,87%,19.3,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Infrastructure,Best Area,20.4,32.2,106%,96%,52.6,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Balanced,City Wide,7.9,11.3,113%,87%,18.9,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Balanced,Best Area,19.2,27.5,106%,96%,46.7,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Destination,City Wide,6.9,11.5,113%,87%,20.2,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Dongguan,China,"10,500,000",Destination,Best Area,18.4,21.6,106%,96%,40.0,2.0,1,Other,,23.02,113.75,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Infrastructure,City Wide,15.1,5.2,105%,99%,21.4,0.8,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Infrastructure,Best Area,20.3,2.0,106%,110%,22.3,-0.7,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Balanced,City Wide,14.4,4.7,105%,99%,22.1,0.8,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Balanced,Best Area,19.1,3.2,106%,110%,22.3,-0.7,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Destination,City Wide,14.3,6.7,105%,99%,22.2,0.8,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Port Harcourt,Nigeria,"3,000,000",Destination,Best Area,21.0,2.8,106%,110%,23.8,-0.7,8,Other,,4.77,7.02,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Infrastructure,City Wide,14.4,6.9,140%,58%,22.1,8.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Infrastructure,Best Area,21.3,3.9,112%,94%,25.2,3.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Balanced,City Wide,10.3,8.8,140%,58%,21.6,8.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Balanced,Best Area,19.1,10.6,112%,94%,29.7,3.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Destination,City Wide,6.0,11.9,140%,58%,22.0,8.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Rawalpindi,Pakistan,"5,405,633",Destination,Best Area,17.9,16.1,112%,94%,34.0,3.4,1,Other,,33.47,73.41,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Infrastructure,City Wide,14.1,7.5,90%,106%,22.0,-2.6,9,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Infrastructure,Best Area,21.6,3.0,82%,119%,24.6,-9.7,24,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Balanced,City Wide,15.7,10.7,90%,106%,27.4,-2.6,9,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Balanced,Best Area,26.4,5.9,82%,119%,32.3,-9.7,34,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Destination,City Wide,16.7,14.6,90%,106%,34.0,-2.6,9,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,"1,730,080",Destination,Best Area,31.3,8.7,82%,119%,40.0,-9.7,34,Other,,23.41,58.59,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Infrastructure,City Wide,12.3,8.8,113%,88%,21.6,2.7,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Infrastructure,Best Area,21.1,8.0,113%,88%,29.1,4.6,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Balanced,City Wide,10.9,7.8,113%,88%,20.9,2.7,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Balanced,Best Area,18.7,7.2,113%,88%,25.9,4.6,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Destination,City Wide,9.6,6.9,113%,88%,17.3,2.7,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Yueqing (Wenzhou),China,"1,453,090",Destination,Best Area,16.5,5.7,113%,88%,22.2,4.6,0,Other,Yes,28.12,120.98,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Infrastructure,City Wide,15.4,5.4,133%,68%,21.8,7.5,0,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Infrastructure,Best Area,20.8,3.9,112%,95%,24.7,3.2,2,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Balanced,City Wide,11.6,6.9,133%,68%,20.4,7.5,0,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Balanced,Best Area,18.5,8.5,112%,95%,27.0,3.2,3,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Destination,City Wide,7.9,9.7,133%,68%,18.2,7.5,0,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Nay Pyi Taw,Myanmar,"815,000",Destination,Best Area,17.6,11.5,112%,95%,29.1,3.2,3,Other,,19.87,96.13,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Infrastructure,City Wide,15.2,5.5,127%,73%,21.4,6.4,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Infrastructure,Best Area,20.7,4.3,113%,98%,25.0,2.6,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Balanced,City Wide,12.0,6.4,127%,73%,20.2,6.4,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Balanced,Best Area,18.4,4.1,113%,98%,22.5,2.6,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Destination,City Wide,8.8,9.3,127%,73%,20.0,6.4,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Abuja,Nigeria,"3,800,000",Destination,Best Area,18.1,5.7,113%,98%,23.8,2.6,0,Other,,8.90,7.39,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Infrastructure,City Wide,9.4,8.9,109%,91%,20.5,1.6,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Infrastructure,Best Area,18.3,19.9,99%,107%,38.2,-1.4,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Balanced,City Wide,8.6,9.8,109%,91%,20.2,1.6,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Balanced,Best Area,18.4,15.1,99%,107%,33.5,-1.4,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Destination,City Wide,7.8,11.9,109%,91%,22.4,1.6,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Tianjin,China,"13,866,009",Destination,Best Area,19.7,15.1,99%,107%,34.8,-1.4,0,Other,,39.30,117.42,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Infrastructure,City Wide,15.2,4.0,121%,82%,20.2,4.9,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Infrastructure,Best Area,19.2,2.4,107%,98%,21.6,1.6,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Balanced,City Wide,12.6,5.3,121%,82%,17.8,4.9,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Balanced,Best Area,17.9,5.5,107%,98%,23.4,1.6,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Destination,City Wide,10.3,7.3,121%,82%,17.5,4.9,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Sohar,Oman,"142,000",Destination,Best Area,17.6,7.5,107%,98%,25.1,1.6,0,Other,,24.34,56.73,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Infrastructure,City Wide,8.3,11.8,128%,78%,22.0,3.2,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Infrastructure,Best Area,20.1,23.7,118%,92%,43.8,4.4,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Balanced,City Wide,6.5,10.5,128%,78%,19.5,3.2,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Balanced,Best Area,17.0,22.7,118%,92%,39.7,4.4,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Destination,City Wide,5.1,10.6,128%,78%,16.7,3.2,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Cixi (Ningbo),China,"1,829,488",Destination,Best Area,15.7,19.4,118%,92%,35.1,4.4,0,Other,Yes,30.17,121.26,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Infrastructure,City Wide,16.7,4.1,143%,58%,21.2,9.9,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Infrastructure,Best Area,20.8,3.0,125%,81%,23.8,7.3,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Balanced,City Wide,11.7,5.0,143%,58%,17.6,9.9,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Balanced,Best Area,16.7,5.2,125%,81%,21.9,7.3,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Destination,City Wide,6.8,6.7,143%,58%,14.3,9.9,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Lilongwe*,Malawi,"1,300,000",Destination,Best Area,13.5,10.6,125%,81%,24.1,7.3,0,Other,,-14.04,33.74,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Infrastructure,City Wide,9.6,7.7,128%,75%,18.5,4.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Infrastructure,Best Area,17.3,8.5,106%,106%,25.8,0.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Balanced,City Wide,7.5,8.8,128%,75%,18.6,4.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Balanced,Best Area,16.3,10.2,106%,106%,26.5,0.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Destination,City Wide,5.6,11.7,128%,75%,20.5,4.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,China,"12,593,163",Destination,Best Area,17.3,13.4,106%,106%,30.7,0.0,0,Other,,34.75,113.62,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Infrastructure,City Wide,7.6,9.6,112%,94%,18.1,1.2,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Infrastructure,Best Area,17.2,16.4,106%,110%,33.6,-0.7,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Balanced,City Wide,6.8,9.5,112%,94%,16.7,1.2,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Balanced,Best Area,16.3,14.2,106%,110%,30.5,-0.7,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Destination,City Wide,6.4,11.5,112%,94%,20.3,1.2,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Hefei,China,"9,369,881",Destination,Best Area,17.9,16.8,106%,110%,34.7,-0.7,2,Other,,31.87,117.28,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Infrastructure,City Wide,8.6,7.7,126%,74%,17.0,3.6,0,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Infrastructure,Best Area,16.3,20.4,100%,107%,36.7,-1.2,2,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Balanced,City Wide,6.8,9.5,126%,74%,19.5,3.6,0,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Balanced,Best Area,16.3,15.7,100%,107%,32.0,-1.2,2,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Destination,City Wide,5.0,12.5,126%,74%,24.7,3.6,0,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Qingdao*,China,"10,071,722",Destination,Best Area,17.5,20.6,100%,107%,38.1,-1.2,2,Other,,36.07,120.38,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Infrastructure,City Wide,8.0,11.3,127%,81%,15.4,2.9,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Infrastructure,Best Area,19.3,31.7,118%,91%,51.0,4.5,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Balanced,City Wide,6.3,10.0,127%,81%,13.8,2.9,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Balanced,Best Area,16.3,26.7,118%,91%,43.0,4.5,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Destination,City Wide,5.1,9.7,127%,81%,15.6,2.9,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Haikou,China,"2,132,000",Destination,Best Area,14.8,18.6,118%,91%,33.4,4.5,0,Other,,20.05,110.20,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Infrastructure,City Wide,3.3,6.2,43%,155%,9.7,-8.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Infrastructure,Best Area,9.5,8.1,59%,136%,17.6,-12.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Balanced,City Wide,7.7,8.5,43%,155%,17.6,-8.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Balanced,Best Area,16.2,6.9,59%,136%,23.1,-12.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Destination,City Wide,11.9,10.2,43%,155%,24.9,-8.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Windhoek,Namibia,"486,169",Destination,Best Area,22.1,7.5,59%,136%,29.6,-12.6,58,Other,,-22.58,17.08,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Infrastructure,City Wide,7.7,12.4,135%,70%,22.6,3.7,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Infrastructure,Best Area,20.1,14.4,124%,78%,34.5,7.4,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Balanced,City Wide,5.7,10.5,135%,70%,18.2,3.7,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Balanced,Best Area,16.2,12.6,124%,78%,28.8,7.4,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Destination,City Wide,4.0,8.7,135%,70%,14.2,3.7,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Kunshan (Suzhou),China,"893,000",Destination,Best Area,12.7,11.3,124%,78%,24.0,7.4,4,Other,Yes,31.39,120.98,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Infrastructure,City Wide,7.2,7.7,111%,94%,15.8,1.1,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Infrastructure,Best Area,14.9,8.1,94%,109%,23.0,-2.3,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Balanced,City Wide,6.5,9.3,111%,94%,17.5,1.1,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Balanced,Best Area,15.8,7.1,94%,109%,22.9,-2.3,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Destination,City Wide,6.1,11.1,111%,94%,18.5,1.1,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Urumqi*,China,"4,054,369",Destination,Best Area,17.2,10.4,94%,109%,27.6,-2.3,0,Other,,43.82,87.61,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Infrastructure,City Wide,11.2,7.9,140%,58%,20.3,6.6,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Infrastructure,Best Area,19.1,15.3,123%,88%,34.4,5.5,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Balanced,City Wide,8.0,7.5,140%,58%,15.8,6.6,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Balanced,Best Area,15.5,14.2,123%,88%,29.7,5.5,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Destination,City Wide,4.6,9.0,140%,58%,14.1,6.6,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Nantong*,China,"7,726,635",Destination,Best Area,13.6,19.4,123%,88%,33.0,5.5,4,Other,,31.98,120.89,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Infrastructure,City Wide,5.9,7.1,104%,105%,13.7,-0.1,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Infrastructure,Best Area,13.0,10.0,87%,115%,23.0,-4.2,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Balanced,City Wide,5.7,9.3,104%,105%,18.8,-0.1,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Balanced,Best Area,15.0,6.9,87%,115%,21.9,-4.2,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Destination,City Wide,6.0,11.2,104%,105%,20.0,-0.1,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Changchun*,China,"9,066,906",Destination,Best Area,17.2,9.5,87%,115%,26.7,-4.2,0,Other,,43.88,125.32,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Infrastructure,City Wide,11.8,8.3,155%,47%,17.9,8.2,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Infrastructure,Best Area,20.1,34.6,135%,79%,54.7,8.3,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Balanced,City Wide,7.6,7.3,155%,47%,12.4,8.2,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Balanced,Best Area,14.9,30.7,135%,79%,45.6,8.3,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Destination,City Wide,3.6,8.2,155%,47%,10.4,8.2,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Shijiazhuang,China,"11,235,086",Destination,Best Area,11.8,22.8,135%,79%,34.6,8.3,0,Other,,38.04,114.51,,,,,,,,,,,,,,,,,,,,,
Guiyang,China,"5,987,018",Infrastructure,City Wide,4.7,7.5,94%,110%,14.0,-0.8,0,Other,,26.59,106.71,,,,,,,,,,,,,,,,,,,,,
Guiyang,China,"5,987,018",Infrastructure,Best Area,12.2,13.6,82%,111%,25.8,-4.3,1,Other,,26.59,106.71,,,,,,,,,,,,,,,,,,,,,
