City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Bristol,UK,503753.0,Balanced,City Wide,69.2,5.1,95%,105%,74.5,-7.3,,,,,,,,,0.011,,0.707,,,,,,,,,,,,
Bristol,UK,503753.0,Balanced,Best Area,74.3,1.4,95%,104%,75.7,-6.6,,,,,,,,,0.009,,0.715,,,,,,,,,,,,
Bristol,UK,503753.0,Destination,City Wide,72.8,4.7,95%,105%,77.8,-7.3,,,,,,,,,0.011,,0.707,,,,,,,,,,,,
Bristol,UK,503753.0,Destination,Best Area,77.5,1.0,95%,104%,78.5,-6.6,,,,,,,,,0.009,,0.715,,,,,,,,,,,,
Manchester,United Kingdom,737278.0,Infrastructure,City Wide,66.1,6.0,96%,104%,73.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,-5.0
Manchester,United Kingdom,737278.0,Infrastructure,Best Area,72.1,1.4,96%,104%,73.5,-6.3,,,,,,,,,,685.20,,,,,,,,,,,,,-12.0
Manchester,United Kingdom,737278.0,Balanced,City Wide,68.9,6.4,96%,89%,76.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,-7.0
Manchester,United Kingdom,737278.0,Balanced,Best Area,75.3,1.1,96%,104%,76.4,-6.3,,,,,,,,,,,,,,,,,,,,,,,-11.0
Manchester,United Kingdom,737278.0,Destination,City Wide,71.6,6.8,112%,108%,78.9,-5.5,,,,,,,,,,,,,,,,,,,,,,,
Manchester,United Kingdom,737278.0,Destination,Best Area,78.4,1.1,96%,105%,79.5,-6.3,,,,,,,,,,,,,,,,,,,,,,,-11.0
Taipei,Taiwan,2494813.0,Infrastructure,City Wide,63.9,17.6,93%,106%,82.4,-9.2,,,,,,,,,,,,,,,,,,,,,,,-7.0
Taipei,Taiwan,2494813.0,Infrastructure,Best Area,81.5,3.4,95%,105%,84.9,-8.7,,,,,,,,,,,,,,,15184.0,,17982.0,,,,,,15.0
Taipei,Taiwan,2494813.0,Balanced,City Wide,68.7,17.2,93%,106%,86.6,-9.2,,,,,,,,,,,,,,,,,,,,,,,
Taipei,Taiwan,2494813.0,Balanced,Best Area,85.9,3.9,95%,105%,89.8,-8.7,,,,,,,,,,,,,,,15515.0,,18370.0,,,,,,23.0
Taipei,Taiwan,2494813.0,Destination,City Wide,73.1,17.1,93%,106%,90.9,-9.2,,,,,,,,,,,,,,,,,,,,,,,
Taipei,Taiwan,2494813.0,Destination,Best Area,90.2,4.2,95%,105%,94.4,-8.7,,,,,,,,,,,,,,,15645.0,,18519.0,,,,,,29.0
Calgary,AB,1322405.0,Infrastructure,City Wide,71.5,9.6,104%,96%,82.2,5.9,,,,,,,,,,,,,,,,,,,,,,,
Calgary,AB,1322405.0,Infrastructure,Best Area,81.1,5.8,103%,97%,86.9,4.6,,,,,,,,,,812.60,,503.5,,,,,,,,,,,
Calgary,AB,1322405.0,Balanced,City Wide,68.6,10.2,104%,96%,79.8,5.9,,,,,,,,,,,,,,,,,,,,,,,
Calgary,AB,1322405.0,Balanced,Best Area,78.8,5.2,103%,97%,84.0,4.6,,,,,,,,,,808.40,,504.3,,,,,,,,,,,
Calgary,AB,1322405.0,Destination,City Wide,65.6,10.9,104%,96%,77.1,5.9,,,,,,,,,,,,,,,,,,,,,,,
Calgary,AB,1322405.0,Destination,Best Area,76.5,4.5,103%,97%,81.0,4.6,,,,,,,,,,794.30,,504.9,,,,,,,,,,,
Fort Collins,CO,169705.0,Infrastructure,City Wide,72.3,1.6,106%,94%,74.2,8.2,,,,,,135.0,,,,,,,,,,,,,,,,53.0,
Fort Collins,CO,169705.0,Infrastructure,Best Area,73.9,0.7,106%,94%,74.6,8.6,,,,,,179.0,,,,,,,,,,,,,,,,,
Fort Collins,CO,169705.0,Balanced,City Wide,68.3,1.4,106%,94%,70.0,8.2,,,,,,135.0,,,,,,,,,,,,,,,,33.0,
Fort Collins,CO,169705.0,Balanced,Best Area,69.7,0.8,106%,94%,70.5,8.6,,,,,,179.0,,,,,,,,,,,,,,,,,
Fort Collins,CO,169705.0,Destination,City Wide,64.1,1.2,106%,94%,65.5,8.2,,,,,,135.0,,,,,,,,,,,,,,,,,
Fort Collins,CO,169705.0,Destination,Best Area,65.3,0.7,106%,94%,66.0,8.6,,,,,,178.0,,,,,,,,,,,,,,,,,
Brooklyn,NY,2736074.0,Infrastructure,City Wide,61.6,12.1,91%,109%,75.0,-12.3,,,,,,,,,,,,,,,,,,4.5,,,,-48.0,
Brooklyn,NY,2736074.0,Infrastructure,Best Area,73.7,2.6,91%,108%,76.3,-14.2,,,,,,115.0,,,,,,,0.011,,15886.0,3894.0,19989.0,,,,,-21.0,
Brooklyn,NY,2736074.0,Balanced,City Wide,67.9,13.2,91%,109%,82.3,-12.3,,,,,,,,,,,,,0.016,,,,,4.7,,,,-27.0,
Brooklyn,NY,2736074.0,Balanced,Best Area,81.1,2.7,91%,108%,83.8,-14.2,,,,,,115.0,,,,,,,0.011,,15886.0,3894.0,19989.0,,,,,,
Brooklyn,NY,2736074.0,Destination,City Wide,73.9,14.0,91%,109%,89.0,-12.3,,,,,,,,,,,,,0.015,,,,,4.8,,,,,
Brooklyn,NY,2736074.0,Destination,Best Area,87.9,2.7,91%,108%,90.6,-14.2,,,,,,115.0,,,,,,,0.011,,15886.0,3894.0,19989.0,,,,,,
Singapore,Singapore,5892939.0,Infrastructure,City Wide,66.4,11.5,99%,101%,78.8,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Singapore,5892939.0,Infrastructure,Best Area,77.9,3.1,96%,104%,81.0,-5.9,,,,,,0.0,,,,,,,,,,,,,,,,,
Singapore,Singapore,5892939.0,Balanced,City Wide,67.4,13.4,99%,101%,82.2,-2.0,,,,,,,,,,,,,,,,,,,,,,,-7.0
Singapore,Singapore,5892939.0,Balanced,Best Area,80.8,3.8,96%,104%,84.6,-5.9,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Singapore,5892939.0,Destination,City Wide,68.4,15.4,99%,101%,85.2,-2.0,,,,,,,,,,,,,,,,,,,,,,,-8.0
Singapore,Singapore,5892939.0,Destination,Best Area,83.8,4.2,96%,104%,88.0,-5.9,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake City,UT,203888.0,Infrastructure,City Wide,67.5,6.6,101%,99%,74.5,0.8,,,,,,76.0,,,,,,,,,,,,,,,,,
Salt Lake City,UT,203888.0,Infrastructure,Best Area,74.1,1.8,102%,99%,75.9,2.1,,,,,,106.0,,,,,,,,,,,,,15.6,,,,
Salt Lake City,UT,203888.0,Balanced,City Wide,67.1,5.9,101%,99%,73.4,0.8,,,,,,76.0,,,,,,,,,,,,,,,,,
Salt Lake City,UT,203888.0,Balanced,Best Area,73.0,1.4,102%,99%,74.4,2.1,,,,,,106.0,,,,,,,,,,,,,15.6,,,,
Salt Lake City,UT,203888.0,Destination,City Wide,66.7,5.3,101%,99%,72.3,0.8,,,,,,76.0,,,,,,,,,,,,,,,,,
Salt Lake City,UT,203888.0,Destination,Best Area,72.0,0.8,102%,99%,72.8,2.1,,,,,,108.0,,,,,,,,,,,,,15.2,,,,
Reykjavík,Iceland,139000.0,Infrastructure,City Wide,70.1,5.7,105%,94%,75.9,7.1,,,,,,,,,,541.30,,,,,,,,,,,,,
Reykjavík,Iceland,139000.0,Infrastructure,Best Area,75.8,0.2,105%,95%,76.0,7.3,,,,,,,,,,,,,,,,,,,,,,,
Reykjavík,Iceland,139000.0,Balanced,City Wide,66.7,5.6,105%,94%,72.3,7.1,,,,,,,,,,541.30,,,,,,,,,,,,,
Reykjavík,Iceland,139000.0,Balanced,Best Area,72.3,0.1,105%,95%,72.4,7.3,,,,,,,,,,,,,,,,,,,,,,,
Reykjavík,Iceland,139000.0,Destination,City Wide,63.0,5.5,105%,94%,68.5,7.1,,,,,,,,,,541.30,,,,,,,,,,,,,
Reykjavík,Iceland,139000.0,Destination,Best Area,68.5,0.1,105%,95%,68.6,7.3,,,,,,,,,,,,,,,,,,,,,,,
Portland,OR,642715.0,Infrastructure,City Wide,65.3,8.0,98%,102%,74.8,-2.5,,,,,,60.0,,,,,,,,,,,,,,,,,-22.0
Portland,OR,642715.0,Infrastructure,Best Area,73.3,3.6,97%,103%,76.9,-5.1,,,,,,117.0,,,,699.10,,,,,,,,,,,,,-20.0
Portland,OR,642715.0,Balanced,City Wide,66.6,9.1,98%,102%,76.6,-2.5,,,,,,61.0,,,,,,,,,,,,,,,,,-21.0
Portland,OR,642715.0,Balanced,Best Area,75.8,2.5,97%,103%,78.3,-5.1,,,,,,114.0,,,,697.40,,,,,,,,,,,,,-21.0
Portland,OR,642715.0,Destination,City Wide,67.8,10.6,98%,102%,78.5,-2.5,,,,,,62.0,,,,,,,,,,,,,,,,,-23.0
Portland,OR,642715.0,Destination,Best Area,78.4,2.1,97%,103%,80.5,-5.1,,,,,,109.0,,,,686.00,,,,,,,,,,,,,-24.0
Christchurch,New Zealand,352836.0,Infrastructure,City Wide,67.0,5.3,101%,99%,72.5,1.0,,,0.404,,0.261,59.0,0.12,,,,,,,,,,,,,,,,11.0
Christchurch,New Zealand,352836.0,Infrastructure,Best Area,72.3,0.6,100%,100%,72.9,-0.2,,,0.369,,,99.0,0.113,,,,,,,,,,,,,,,,
Christchurch,New Zealand,352836.0,Balanced,City Wide,66.5,5.9,101%,99%,72.6,1.0,,,0.405,,0.261,,0.12,,,,,,,,,,,,,,,,
Christchurch,New Zealand,352836.0,Balanced,Best Area,72.4,0.6,100%,100%,73.0,-0.2,,,0.368,,0.233,99.0,0.113,,,,,,,,,,,,,,,,-7.0
Christchurch,New Zealand,352836.0,Destination,City Wide,66.0,6.5,101%,99%,72.6,1.0,,,0.405,,0.261,,0.12,,,,,,,,,,,,,,,,
Christchurch,New Zealand,352836.0,Destination,Best Area,72.5,0.6,100%,100%,73.1,-0.2,,,0.368,,0.232,99.0,0.113,,,,,,,,,,,,,,,,-13.0
Irvine,CA,308160.0,Infrastructure,City Wide,72.8,5.5,109%,90%,78.5,13.1,,,,,,82.0,,,,,,,,,,,,4.1,,,,138.0,
Irvine,CA,308160.0,Infrastructure,Best Area,78.3,0.5,108%,91%,78.8,12.4,,,,,,153.0,,,,,,,,,,,,,,,,143.0,
Irvine,CA,308160.0,Balanced,City Wide,66.5,5.8,109%,90%,72.6,13.1,,,,,,82.0,,,,,,,,,,,,4.1,,,,113.0,
Irvine,CA,308160.0,Balanced,Best Area,72.3,0.8,108%,91%,73.0,12.4,,,,,,165.0,,,,,,,,,,,,,,,,107.0,
Irvine,CA,308160.0,Destination,City Wide,59.6,6.3,109%,90%,66.3,13.1,,,,,,82.0,,,,,,,,,,,,4.1,,,,94.0,
Irvine,CA,308160.0,Destination,Best Area,65.9,1.0,108%,91%,66.9,12.4,,,,,,166.0,,,,,,,,,,,,,,,,90.0,
Alexandria,VA,159467.0,Infrastructure,City Wide,64.8,14.0,98%,102%,79.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,VA,159467.0,Infrastructure,Best Area,78.8,1.4,97%,103%,80.2,-4.6,,,,,,,,,,,,,,,,,,,,11.2,,,
Alexandria,VA,159467.0,Balanced,City Wide,66.0,15.1,98%,102%,81.4,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,VA,159467.0,Balanced,Best Area,81.1,1.3,97%,103%,82.4,-4.6,,,,,,,,,,,,,,,,,,,,11.2,,,
Alexandria,VA,159467.0,Destination,City Wide,67.3,16.1,98%,102%,83.6,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,VA,159467.0,Destination,Best Area,83.4,1.2,97%,103%,84.6,-4.6,,,,,,,,,,,,,,,,,,,,11.2,,,
Dublin,Ireland,599094.0,Infrastructure,Best Area,66.0,0.8,91%,108%,66.8,-12.4,,,,,,,,,,,,,,,,,,0.2,,,,-37.0,-19.0
Dublin,Ireland,599094.0,Balanced,City Wide,65.9,6.5,127%,107%,72.6,12.8,,,,,,,,,,,,,,,,,,,,,,,-8.0
Dublin,Ireland,599094.0,Balanced,Best Area,72.4,0.6,91%,108%,73.0,-12.4,,,,,,,,,,,,,,,,,,0.2,,,,,-15.0
Dublin,Ireland,599094.0,Destination,City Wide,70.6,7.8,127%,107%,78.5,12.8,,,,,,,,,,,,,,,,,,0.2,,,,,
Dublin,Ireland,599094.0,Destination,Best Area,78.4,0.5,91%,108%,78.9,-12.4,,,,,,,,,,,,,,,,,,0.2,,,,,
Florence,Italy,362353.0,Infrastructure,City Wide,60.8,7.6,93%,107%,68.5,-9.1,,,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,362353.0,Infrastructure,Best Area,68.4,1.2,93%,107%,69.6,-10.2,,,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,362353.0,Balanced,City Wide,65.5,8.2,93%,107%,73.8,-9.1,,,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,362353.0,Balanced,Best Area,73.7,0.7,93%,107%,74.4,-10.2,,,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,362353.0,Destination,City Wide,69.9,8.7,93%,107%,78.7,-9.1,,,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,362353.0,Destination,Best Area,78.6,0.3,93%,107%,78.9,-10.2,,,,,,,,,,,,,,,,,,,,,,,
Budapest,Hungary,1735041.0,Infrastructure,City Wide,62.6,12.3,96%,104%,76.0,-5.3,,,,,,,,,,,,,,,,,,,,,,,
Budapest,Hungary,1735041.0,Infrastructure,Best Area,74.9,3.8,93%,106%,78.7,-10.5,,,,,,,,,,,,,,,,,,,,,,,7.0
Budapest,Hungary,1735041.0,Balanced,City Wide,65.3,14.9,96%,104%,80.9,-5.3,,,,,,,,,,,,,,,,,,,,,,,
Budapest,Hungary,1735041.0,Balanced,Best Area,80.2,3.6,93%,106%,83.8,-10.5,,,,,,,,,,,,,,,,,,,,,,,10.0
Budapest,Hungary,1735041.0,Destination,City Wide,67.9,17.5,96%,104%,86.5,-5.3,,,,,,,,,,,,,,,,,,,,,,,
Budapest,Hungary,1735041.0,Destination,Best Area,85.4,3.3,93%,106%,88.7,-10.5,,,,,,,,,,,,,,,,,,,,,,,23.0
Madison,WI,275568.0,Infrastructure,City Wide,67.4,9.0,104%,96%,77.1,5.5,,,,,,,,,,,,,,,,,,,,,,,
Madison,WI,275568.0,Infrastructure,Best Area,76.4,3.0,104%,96%,79.4,5.4,,,,,,116.0,,,,,,,,,,,,,,,,,
Madison,WI,275568.0,Balanced,City Wide,64.6,9.1,104%,96%,74.3,5.5,,,,,,,,,,,,,,,,,,,,,,,
Madison,WI,275568.0,Balanced,Best Area,73.8,2.6,104%,96%,76.4,5.4,,,,,,116.0,,,,,,,,,,,,,,,,,
Madison,WI,275568.0,Destination,City Wide,61.9,9.1,104%,96%,71.4,5.5,,,,,,,,,,,,,,,,,,,,,,,
Madison,WI,275568.0,Destination,Best Area,71.0,2.1,104%,96%,73.1,5.4,,,,,,115.0,,,,,,,,,,,,,,,,,
Vilnius,Lithuania,607667.0,Infrastructure,City Wide,65.7,11.4,102%,98%,77.5,3.2,,,,,,,,,,,,,0.454,,,,,0.2,,,,,
Vilnius,Lithuania,607667.0,Infrastructure,Best Area,77.1,1.2,100%,100%,78.3,0.6,,,,,,,,,,,,503.8,0.464,,,,,0.2,,,,,11.0
Vilnius,Lithuania,607667.0,Balanced,City Wide,64.1,12.7,102%,98%,77.1,3.2,,,,,,,,,,,,,0.454,,,,,0.2,,,,,
Vilnius,Lithuania,607667.0,Balanced,Best Area,76.8,0.7,100%,100%,77.5,0.6,,,,,,,,,,,,500.0,0.465,,,,,0.2,,,,,
Vilnius,Lithuania,607667.0,Destination,City Wide,62.5,14.0,102%,98%,76.6,3.2,,,,,,,,,,,,,0.454,,,,,0.2,,,,,-8.0
Vilnius,Lithuania,607667.0,Destination,Best Area,76.5,0.5,100%,100%,77.0,0.6,,,,,,,,,,,,491.4,0.464,,,,,0.2,,,,,-8.0
Ann Arbor,MI,121179.0,Infrastructure,City Wide,66.0,1.6,104%,96%,67.6,4.5,,,,,,,,,,,,,,,,,,,,,,55.0,
Ann Arbor,MI,121179.0,Infrastructure,Best Area,67.6,1.0,104%,96%,68.6,4.8,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor,MI,121179.0,Balanced,City Wide,63.8,1.5,104%,96%,65.4,4.5,,,,,,,,,,,,,,,,,,,,,,46.0,
Ann Arbor,MI,121179.0,Balanced,Best Area,65.3,0.3,104%,96%,65.5,4.8,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor,MI,121179.0,Destination,City Wide,61.5,1.4,104%,96%,63.3,4.5,,,,,,,,,,,,,,,,,,,,,,43.0,
Ann Arbor,MI,121179.0,Destination,Best Area,62.9,0.6,104%,96%,63.5,4.8,,,,,,,,,,,,,,,,,,,,,,,
Berkeley,CA,120223.0,Infrastructure,City Wide,60.4,2.1,95%,105%,62.4,-6.5,,,,,,,,,,,,,,,,,,,,,,-54.0,
Berkeley,CA,120223.0,Infrastructure,Best Area,62.5,1.0,96%,105%,63.5,-5.8,,,,,,,,,,,,,,,,,,,,,,-84.0,
Berkeley,CA,120223.0,Balanced,City Wide,63.6,1.4,95%,105%,65.0,-6.5,,,,,,,,,,,,,,,,,,,,,,-41.0,
Berkeley,CA,120223.0,Balanced,Best Area,65.0,0.1,96%,105%,65.1,-5.8,,,,,,,,,,,,,,,,,,,,,,-60.0,
Berkeley,CA,120223.0,Destination,City Wide,66.9,1.4,95%,105%,68.5,-6.5,,,,,,,,,,,,,,,,,,,,,,-28.0,
Berkeley,CA,120223.0,Destination,Best Area,68.3,0.8,96%,105%,69.0,-5.8,,,,,,,,,,,,,,,,,,,,,,-43.0,
London,UK,9365359.0,Infrastructure,City Wide,59.6,16.3,94%,106%,78.6,-7.3,,,,,,,,,,,,,,,,,,,,,,-39.0,-24.0
London,UK,9365359.0,Infrastructure,Best Area,75.9,8.0,92%,107%,83.9,-12.1,,,,,,,,,,741.30,,,,,15415.0,6780.0,19978.0,,,,,,-9.0
London,UK,9365359.0,Balanced,City Wide,63.4,18.7,94%,106%,85.2,-7.3,,,,,,,,,,,,,,,,,,,,,,,-22.0
London,UK,9365359.0,Balanced,Best Area,82.1,8.1,92%,107%,90.2,-12.1,,,,,,,,,,743.50,,,,,15698.0,6888.0,20330.0,,,,,,
London,UK,9365359.0,Destination,City Wide,66.9,21.1,94%,106%,90.6,-7.3,,,,,,,,,,,,,,,,,,,,,,,-21.0
London,UK,9365359.0,Destination,Best Area,88.0,8.0,92%,107%,96.0,-12.1,,,,,,,,,,735.80,,,,,15875.0,6971.0,20551.0,,,,,,11.0
Ljubljana,Slovenia,300354.0,Infrastructure,City Wide,63.6,10.4,101%,99%,74.1,1.5,,,,,,,,,,,,,0.455,,,,,,,,,,-28.0
Ljubljana,Slovenia,300354.0,Infrastructure,Best Area,74.0,0.3,101%,99%,74.3,1.1,,,,,,,,,,,,497.9,0.482,,,,,,,,,,-23.0
Ljubljana,Slovenia,300354.0,Balanced,City Wide,62.9,10.5,101%,99%,73.6,1.5,,,,,,,,,,,,,0.455,,,,,,,,,,-31.0
Ljubljana,Slovenia,300354.0,Balanced,Best Area,73.4,0.3,101%,99%,73.7,1.1,,,,,,,,,,,,493.1,0.481,,,,,,,,,,-32.0
Ljubljana,Slovenia,300354.0,Destination,City Wide,62.1,10.8,101%,99%,73.0,1.5,,,,,,,,,,,,,0.456,,,,,,,,,,-35.0
Ljubljana,Slovenia,300354.0,Destination,Best Area,72.9,0.2,101%,99%,73.1,1.1,,,,,,,,,,,,465.2,0.475,,,,,,,,,,-39.0
San Francisco,CA,836321.0,Infrastructure,City Wide,57.6,6.6,92%,108%,64.3,-10.1,,,,,,,,,,,,,,,,,,4.3,,,,-28.0,-6.0
San Francisco,CA,836321.0,Infrastructure,Best Area,64.3,2.4,90%,110%,66.6,-14.8,,,,,,,,,,,,,,,,,,,,,,-41.0,-15.0
San Francisco,CA,836321.0,Balanced,City Wide,62.9,8.6,92%,108%,71.5,-10.1,,,,,,,,,,,,,,,,,,4.3,,,,,-5.0
San Francisco,CA,836321.0,Balanced,Best Area,71.5,3.9,90%,110%,75.4,-14.8,,,,,,,,,,,,,,,,,,6.2,,,,,-10.0
San Francisco,CA,836321.0,Destination,City Wide,67.8,11.3,92%,108%,80.0,-10.1,,,,,,,,,,,,,,,,,,4.3,,,,,
San Francisco,CA,836321.0,Destination,Best Area,79.0,4.6,90%,110%,83.6,-14.8,,,,,,,,,,,,,,,,,,6.3,,,,,
Vitoria-Gasteiz,Spain,257407.0,Infrastructure,City Wide,62.5,7.4,100%,100%,70.0,0.3,,,,,,,,,,,,,,,,,,,,,,,-46.0
Vitoria-Gasteiz,Spain,257407.0,Infrastructure,Best Area,69.9,1.6,99%,102%,71.5,-2.1,,,,,,,,,,,,,,,,,,,,,,,-46.0
Vitoria-Gasteiz,Spain,257407.0,Balanced,City Wide,62.5,8.4,100%,100%,70.9,0.3,,,,,,,,,,,,,,,,,,,,,,,-49.0
Vitoria-Gasteiz,Spain,257407.0,Balanced,Best Area,70.9,1.6,99%,102%,72.5,-2.1,,,,,,,,,,,,,,,,,,,,,,,-54.0
Vitoria-Gasteiz,Spain,257407.0,Destination,City Wide,62.2,9.8,100%,100%,72.2,0.3,,,,,,,,,,,,,,,,,,,,,,,-50.0
Vitoria-Gasteiz,Spain,257407.0,Destination,Best Area,72.0,1.5,99%,102%,73.5,-2.1,,,,,,,,,,,,,,,,,,,,,,,-57.0
Prague,Czechia,1397880.0,Infrastructure,City Wide,62.0,9.4,100%,101%,73.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,1397880.0,Infrastructure,Best Area,71.4,3.7,96%,105%,75.1,-6.4,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,1397880.0,Balanced,City Wide,62.2,12.1,100%,101%,76.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,1397880.0,Balanced,Best Area,74.3,4.8,96%,105%,79.1,-6.4,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,1397880.0,Destination,City Wide,62.8,15.0,100%,101%,80.9,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,1397880.0,Destination,Best Area,77.8,5.4,96%,105%,83.2,-6.4,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Argentina,3100000.0,Infrastructure,City Wide,52.7,11.2,85%,113%,64.5,-17.5,,,,,,,,,,,,,0.01,,,,,,,,,,-10.0
Buenos Aires,Argentina,3100000.0,Infrastructure,Best Area,63.9,1.7,88%,111%,65.6,-17.4,,,,,,,,,,,,,0.012,,,,,5.1,,,,,-14.0
Buenos Aires,Argentina,3100000.0,Balanced,City Wide,62.1,10.9,85%,113%,74.0,-17.5,,,,,,,,,,,,,0.01,,,,,,,,,,
Buenos Aires,Argentina,3100000.0,Balanced,Best Area,73.0,1.8,88%,111%,74.8,-17.4,,,,,,,,,,,,,0.011,,,,,5.1,,,,,
Buenos Aires,Argentina,3100000.0,Destination,City Wide,70.2,11.1,85%,113%,82.3,-17.5,,,,,,,,,,,,,0.01,,,,,,,,,,6.0
Buenos Aires,Argentina,3100000.0,Destination,Best Area,81.3,1.8,88%,111%,83.1,-17.4,,,,,,,,,,,,,0.011,,,,,,,,,,11.0
Athens,Greece,919607.0,Infrastructure,City Wide,51.6,5.1,84%,114%,57.7,-18.0,,,,,,,,,,,,,,,,,,4.4,,,,-67.0,
Athens,Greece,919607.0,Infrastructure,Best Area,56.7,1.5,85%,113%,58.2,-18.7,,,,,,,,,,,,,,,,,,4.6,,,,-92.0,
Athens,Greece,919607.0,Balanced,City Wide,61.2,5.5,84%,114%,67.3,-18.0,,,,,,,,,,,,,,,,,,4.5,,,,-25.0,
Athens,Greece,919607.0,Balanced,Best Area,66.7,1.2,85%,113%,67.9,-18.7,,,,,,,,,,,,,,,,,,,,,,-29.0,
Athens,Greece,919607.0,Destination,City Wide,69.6,5.8,84%,114%,75.6,-18.0,,,,,,,,,,,,,,,,,,4.6,,,,,
Athens,Greece,919607.0,Destination,Best Area,75.4,1.1,85%,113%,76.5,-18.7,,,,,,,,,,,,,,,,,,,,,,,
Eugene,OR,177520.0,Infrastructure,City Wide,62.9,4.4,103%,97%,67.4,3.8,,,,,,,,,,,,,,,,,,,,,,48.0,
Eugene,OR,177520.0,Infrastructure,Best Area,67.3,0.9,101%,99%,68.1,1.5,,,,,,,,,,,,,,,,,,,,,,,
Eugene,OR,177520.0,Balanced,City Wide,61.0,5.5,103%,97%,66.6,3.8,,,,,,,,,,,,,,,,,,,,,,43.0,
Eugene,OR,177520.0,Balanced,Best Area,66.5,0.8,101%,99%,67.3,1.5,,,,,,,,,,,,,,,,,,,,,,,
Eugene,OR,177520.0,Destination,City Wide,59.1,6.6,103%,97%,65.9,3.8,,,,,,,,,,,,,,,,,,,,,,40.0,
Eugene,OR,177520.0,Destination,Best Area,65.8,0.6,101%,99%,66.4,1.5,,,,,,,,,,,,,,,,,,,,,,,
Oulu,Finland,216000.0,Infrastructure,City Wide,66.3,21.0,110%,89%,87.4,12.9,,,,,,0.0,,,,,,339.3,0.396,,,,,,,,,,
Oulu,Finland,216000.0,Infrastructure,Best Area,87.3,0.8,109%,90%,88.1,14.6,,,,681.0,,,,,,,,736.5,0.38,,,,,,,,,,
Oulu,Finland,216000.0,Balanced,City Wide,60.3,20.1,110%,89%,80.6,12.9,,,,,,0.0,,,,,,339.3,0.396,,,,,,,,,,
Oulu,Finland,216000.0,Balanced,Best Area,80.4,0.6,109%,90%,81.0,14.6,,,,683.0,,,,,,,,727.9,0.377,,,,,,,,,,
Oulu,Finland,216000.0,Destination,City Wide,53.4,19.3,110%,89%,73.0,12.9,,,,,,0.0,,,,,,339.3,0.396,,,,,,,,,,
Oulu,Finland,216000.0,Destination,Best Area,72.8,0.6,109%,90%,73.3,14.6,,,,683.0,,,,,,,,727.9,0.377,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Infrastructure,City Wide,63.3,9.7,105%,94%,73.4,6.6,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Infrastructure,Best Area,73.0,1.0,103%,96%,74.0,4.9,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Balanced,City Wide,60.1,10.5,105%,94%,71.0,6.6,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Balanced,Best Area,70.6,1.0,103%,96%,71.6,4.9,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Destination,City Wide,56.7,11.4,105%,94%,68.6,6.6,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Tegucigalpa,Honduras,1326460.0,Destination,Best Area,68.1,1.0,103%,96%,69.1,4.9,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Guadalajara,Mexico,1445006.0,Infrastructure,City Wide,55.5,12.4,93%,107%,68.3,-7.9,,,,,,,,,,,,,0.007,,,,,,,,,-46.0,3.0
Guadalajara,Mexico,1445006.0,Infrastructure,Best Area,67.9,0.9,94%,106%,68.8,-8.2,,,,,,,,,,,,,0.013,,,,,,,,,,6.0
